#1											
double data(8760,12) #comment line											
1800	0	0	10.685	5.973059402	2.31	103100	0.721724515	4	0	44.1	5
5400	0	0	11.655	6.212643061	3.29	103100	0.688023664	4.41	0	44.1	5
9000	0	0	11.565	6.61489859	5.8	103100	0.711649256	1.65	0	44.1	5
12600	0	0	11.685	6.702150323	6.18	103100	0.710282737	2.88	0	44.1	5
16200	0	0	12.315	6.892748511	6.47	103100	0.690370871	4.24	0	44.1	5
19800	0	0	12.745	6.61094038	6.71	103100	0.658226602	3.82	0	44.1	5
23400	0	0	12.955	7.103902789	8.66	103100	0.671651316	4.12	0	44.1	5
27000	0	0	13.495	6.989124006	8.6	103100	0.643266441	4.18	0	44.1	5
30600	0.11	2.55	13.995	7.382481279	5.17	103100	0.63972656	4	0	44.1	5
34200	1.01	22.46	14.695	6.864882878	6.94	103100	0.590002153	3	0	44.1	5
37800	3.83	69.29	14.295	7.657099173	6.72	103100	0.639311885	4	0	44.1	5
41400	2.27	65.21	14.595	7.931861769	7.07	103100	0.638906542	6	0	44.1	5
45000	1.25	54.52	13.795	8.68363489	6.46	103100	0.708263462	5	0	44.1	5
48600	0.69	38.88	12.495	10.23812872	5.53	103100	0.856345759	1	0	44.1	5
52200	0.3	22.04	10.995	10.24938658	4.06	103100	0.94633947	0	0	44.1	5
55800	1.19	29.57	11.395	10.78964799	4.55	103100	0.955443375	1	0	44.1	5
59400	0.91	13.32	10.995	10.40222281	4.08	103100	0.956078077	1	0	44.1	5
63000	0	0.09	10.495	10.06901541	8.03	103100	0.966636991	1	0	44.1	5
66600	0	0	11.095	9.559660783	8.51	103100	0.89748306	2	0	44.1	5
70200	0	0	12.695	9.010390092	9.95	103100	0.778083861	3	0	44.1	5
73800	0	0	12.795	8.346740948	6.42	103100	0.738949541	4	0	44.1	5
77400	0	0	12.795	8.151795162	9.86	103100	0.729202933	3	0	44.1	5
81000	0	0	12.395	8.911588633	9.64	103100	0.788279371	4	0	44.1	5
84600	0	0	12.195	9.083433101	9.48	103100	0.808072877	4	0	44.1	5
88200	0	0	11.995	9.071254391	9.29	103100	0.818124538	3	0	44.1	5
91800	0	0	12.095	8.809856804	9.32	103100	0.798482943	3	0	44.1	5
95400	0	0	11.995	9.246346045	9.31	103100	0.827867684	3	0	44.1	5
99000	0	0	11.195	9.655580017	8.42	103100	0.897320971	2	0	44.1	5
102600	0	0	10.695	9.650478802	7.93	103100	0.927356115	1	0	44.1	5
106200	0	0	10.495	9.766213291	6.88	103100	0.947164512	2	0	44.1	5
109800	0	0	10.395	9.821555608	7.87	103100	0.95706931	0	0	44.1	5
113400	0	0	10.795	9.902145949	6.11	103100	0.936927837	1	0	44.1	5
117000	0.14	2.91	10.795	9.902145949	1.61	103100	0.936927837	1	0	44.1	5
120600	1.19	24.43	11.295	10.22868404	4.35	103100	0.926380153	1	0	44.1	5
124200	1.24	39.44	12.095	10.84168678	3.15	103100	0.915406046	2	0	44.1	5
127800	1.11	47.32	12.195	10.12018942	5.19	103100	0.866537055	4	0	44.1	5
131400	0.32	25.78	12.095	10.19119988	5.11	103100	0.876431661	2	0	44.1	5
135000	0.09	14.37	11.295	10.69276877	4.44	103100	0.955600144	1	0	44.1	5
138600	0.6	30.23	11.795	11.02327412	5.01	103100	0.945086446	0	0	44.1	5
142200	0.79	25.57	11.895	11.27426745	4.11	103100	0.954678098	2	0	44.1	5
145800	0.93	13.28	11.395	10.6362089	4.53	103100	0.945702918	3	0	44.1	5
149400	0.01	0.16	10.195	9.169090367	5.33	103100	0.928206185	3	0	44.1	5
153000	0	0	8.795	8.276085087	0.16	103100	0.959961205	2	0	44.1	5
156600	0	0	8.195	7.549183424	-0.69	103100	0.951422535	2	0	44.1	5
160200	0	0	7.095	5.891556959	-6.37	103100	0.914887631	2	0	44.1	5
163800	0	0	6.595	5.865635994	-2.89	103100	0.945181476	3	0	44.1	5
167400	0	0	6.695	5.812439709	-2.83	103100	0.935233839	3	0	44.1	5
171000	0	0	6.695	5.046867221	-3.15	103100	0.886653279	3	0	44.1	5
174600	0	0	9.595	3.160395531	-1.2	103100	0.63731856	6	0	44.1	5
178200	0	0	9.295	2.889325242	-1.61	103100	0.63791718	5	0	44.1	5
181800	0	0	8.895	3.156074906	-1.86	103100	0.667922419	3	0	44.1	5
185400	0	0	8.995	2.185187554	-2.18	103100	0.619072729	3	0	44.1	5
189000	0	0	5.595	3.212807361	-4.95	103100	0.840801352	2	0	44.1	5
192600	0	0	4.895	2.719405976	-5.82	103100	0.852377111	2	0	44.1	5
196200	0	0	4.995	2.972163341	-8.51	103100	0.86180958	3	0	44.1	5
199800	0	0	4.395	2.87537581	-6.25	103100	0.892586282	1	0	44.1	5
203400	6.01	13.19	3.495	2.329181516	-8.99	103100	0.914629869	1	0	44.1	5
207000	200.92	76.6	6.895	4.097232015	-5.16	103100	0.818168167	1	0	44.1	5
