#1	
double data(8760,2) #Columns: Time(s); Cold water temperature (°C)	
1800	7.26
5400	7.35
9000	7.44
12600	7.53
16200	7.62
19800	7.71
23400	7.8
27000	7.88
30600	7.95
34200	8.02
37800	8.09
41400	8.15
45000	8.2
48600	8.24
52200	8.28
55800	8.31
59400	8.34
63000	8.36
66600	8.37
70200	8.38
73800	8.38
77400	8.38
81000	8.37
84600	8.36
88200	8.35
91800	8.34
95400	8.32
99000	8.3
102600	8.28
106200	8.26
109800	8.23
113400	8.21
117000	8.19
120600	8.16
124200	8.14
127800	8.12
131400	8.1
135000	8.08
138600	8.07
142200	8.05
145800	8.04
149400	8.03
153000	8.02
156600	8.01
160200	8
163800	8
167400	8
171000	7.99
174600	7.99
178200	7.99
181800	7.99
185400	7.99
189000	7.99
192600	7.99
196200	7.99
199800	7.99
203400	7.99
207000	7.99
210600	8
214200	8
217800	8
221400	8
225000	8
228600	8
232200	8
235800	8
239400	8
243000	8
246600	8
250200	8
253800	8
257400	8
261000	8
264600	8
268200	8
271800	8
275400	8
279000	8
282600	8
286200	8
289800	8
293400	8
297000	8
300600	8
304200	8
307800	8
311400	8
315000	8
318600	8
322200	8
325800	8
329400	8.01
333000	8.01
336600	8.01
340200	8.01
343800	8.01
347400	8.01
351000	8.01
354600	8.01
358200	8.01
361800	8.01
365400	8.01
369000	8.01
372600	8.01
376200	8.01
379800	8.01
383400	8.01
387000	8
390600	8
394200	8
397800	7.99
401400	7.99
405000	7.98
408600	7.98
412200	7.97
415800	7.97
419400	7.96
423000	7.96
426600	7.95
430200	7.95
433800	7.94
437400	7.94
441000	7.93
444600	7.93
448200	7.92
451800	7.92
455400	7.91
459000	7.91
462600	7.91
466200	7.91
469800	7.9
473400	7.9
477000	7.9
480600	7.9
484200	7.9
487800	7.9
491400	7.9
495000	7.9
498600	7.91
502200	7.91
505800	7.91
509400	7.92
513000	7.92
516600	7.92
520200	7.93
523800	7.93
527400	7.94
531000	7.95
534600	7.95
538200	7.96
541800	7.96
545400	7.97
549000	7.98
552600	7.98
556200	7.99
559800	7.99
563400	8
567000	8.01
570600	8.01
574200	8.02
577800	8.02
581400	8.03
585000	8.03
588600	8.04
592200	8.04
595800	8.05
599400	8.05
603000	8.06
606600	8.06
610200	8.07
613800	8.07
617400	8.08
621000	8.08
624600	8.08
628200	8.09
631800	8.09
635400	8.09
639000	8.09
642600	8.1
646200	8.1
649800	8.1
653400	8.1
657000	8.1
660600	8.1
664200	8.1
667800	8.1
671400	8.1
675000	8.11
678600	8.11
682200	8.1
685800	8.1
689400	8.1
693000	8.1
696600	8.1
700200	8.1
703800	8.1
707400	8.1
711000	8.1
714600	8.1
718200	8.1
721800	8.1
725400	8.1
729000	8.1
732600	8.1
736200	8.1
739800	8.1
743400	8.1
747000	8.1
750600	8.1
754200	8.1
757800	8.1
761400	8.1
765000	8.11
768600	8.11
772200	8.11
775800	8.11
779400	8.11
783000	8.11
786600	8.11
790200	8.11
793800	8.11
797400	8.11
801000	8.11
804600	8.11
808200	8.11
811800	8.11
815400	8.1
819000	8.1
822600	8.1
826200	8.1
829800	8.09
833400	8.09
837000	8.09
840600	8.08
844200	8.08
847800	8.07
851400	8.07
855000	8.07
858600	8.06
862200	8.06
865800	8.05
869400	8.05
873000	8.04
876600	8.04
880200	8.03
883800	8.03
887400	8.02
891000	8.02
894600	8.01
898200	8.01
901800	8.01
905400	8
909000	8
912600	8
916200	8
919800	7.99
923400	7.99
927000	7.99
930600	7.99
934200	7.99
937800	7.99
941400	7.99
945000	7.99
948600	7.99
952200	7.99
955800	7.99
959400	7.99
963000	7.99
966600	7.99
970200	7.99
973800	7.99
977400	7.99
981000	8
984600	8
988200	8
991800	8
995400	8
999000	8
1002600	8
1006200	8
1009800	8
1013400	8
1017000	8.01
1020600	8.01
1024200	8.01
1027800	8.01
1031400	8.01
1035000	8.01
1038600	8.01
1042200	8.01
1045800	8.01
1049400	8.01
1053000	8.01
1056600	8.01
1060200	8.01
1063800	8.01
1067400	8.01
1071000	8
1074600	8
1078200	8
1081800	8
1085400	8
1089000	8
1092600	7.99
1096200	7.99
1099800	7.99
1103400	7.99
1107000	7.98
1110600	7.98
1114200	7.98
1117800	7.97
1121400	7.97
1125000	7.97
1128600	7.96
1132200	7.96
1135800	7.95
1139400	7.95
1143000	7.94
1146600	7.94
1150200	7.93
1153800	7.93
1157400	7.92
1161000	7.91
1164600	7.91
1168200	7.9
1171800	7.89
1175400	7.89
1179000	7.88
1182600	7.87
1186200	7.86
1189800	7.85
1193400	7.85
1197000	7.84
1200600	7.83
1204200	7.82
1207800	7.81
1211400	7.8
1215000	7.8
1218600	7.79
1222200	7.78
1225800	7.77
1229400	7.76
1233000	7.75
1236600	7.74
1240200	7.73
1243800	7.73
1247400	7.72
1251000	7.71
1254600	7.7
1258200	7.69
1261800	7.68
1265400	7.68
1269000	7.67
1272600	7.66
1276200	7.65
1279800	7.64
1283400	7.64
1287000	7.63
1290600	7.62
1294200	7.61
1297800	7.61
1301400	7.6
1305000	7.59
1308600	7.58
1312200	7.57
1315800	7.56
1319400	7.56
1323000	7.55
1326600	7.54
1330200	7.53
1333800	7.52
1337400	7.51
1341000	7.5
1344600	7.49
1348200	7.48
1351800	7.47
1355400	7.46
1359000	7.45
1362600	7.43
1366200	7.42
1369800	7.41
1373400	7.4
1377000	7.39
1380600	7.37
1384200	7.36
1387800	7.35
1391400	7.33
1395000	7.32
1398600	7.31
1402200	7.29
1405800	7.28
1409400	7.27
1413000	7.25
1416600	7.24
1420200	7.23
1423800	7.21
1427400	7.2
1431000	7.19
1434600	7.17
1438200	7.16
1441800	7.15
1445400	7.13
1449000	7.12
1452600	7.11
1456200	7.09
1459800	7.08
1463400	7.07
1467000	7.05
1470600	7.04
1474200	7.03
1477800	7.01
1481400	7
1485000	6.99
1488600	6.98
1492200	6.97
1495800	6.95
1499400	6.94
1503000	6.93
1506600	6.92
1510200	6.91
1513800	6.9
1517400	6.89
1521000	6.88
1524600	6.87
1528200	6.86
1531800	6.85
1535400	6.84
1539000	6.83
1542600	6.83
1546200	6.82
1549800	6.81
1553400	6.8
1557000	6.79
1560600	6.78
1564200	6.78
1567800	6.77
1571400	6.76
1575000	6.75
1578600	6.75
1582200	6.74
1585800	6.73
1589400	6.72
1593000	6.72
1596600	6.71
1600200	6.7
1603800	6.69
1607400	6.68
1611000	6.68
1614600	6.67
1618200	6.66
1621800	6.65
1625400	6.64
1629000	6.64
1632600	6.63
1636200	6.62
1639800	6.61
1643400	6.6
1647000	6.6
1650600	6.59
1654200	6.58
1657800	6.57
1661400	6.56
1665000	6.55
1668600	6.54
1672200	6.54
1675800	6.53
1679400	6.52
1683000	6.51
1686600	6.5
1690200	6.49
1693800	6.48
1697400	6.47
1701000	6.46
1704600	6.45
1708200	6.45
1711800	6.44
1715400	6.43
