#1	
double data(8760,2) #Columns: Time(s); Cold water temperature (°C)	
1800	8.42
5400	8.42
9000	8.41
12600	8.41
16200	8.41
19800	8.4
23400	8.4
27000	8.4
30600	8.4
34200	8.4
37800	8.4
41400	8.4
45000	8.4
48600	8.4
52200	8.4
55800	8.4
59400	8.5
63000	8.4
66600	8.4
70200	8.4
73800	8.4
77400	8.5
81000	8.4
84600	8.4
88200	8.4
91800	8.4
95400	8.4
99000	8.4
102600	8.4
106200	8.4
109800	8.4
113400	8.4
117000	8.4
120600	8.4
124200	8.4
127800	8.4
131400	8.4
135000	8.4
138600	8.4
142200	8.4
145800	8.4
149400	8.4
153000	8.4
156600	8.4
160200	8.4
163800	8.4
167400	8.4
171000	8.4
174600	8.4
178200	8.4
181800	8.4
185400	8.4
189000	8.4
192600	8.4
196200	8.4
199800	8.4
203400	8.4
207000	8.4
210600	8.4
214200	8.4
217800	8.3
221400	8.3
225000	8.3
228600	8.3
232200	8.3
235800	8.3
239400	8.3
243000	8.3
246600	8.3
250200	8.3
253800	8.3
257400	8.3
261000	8.3
264600	8.3
268200	8.3
271800	8.3
275400	8.2
279000	8.3
282600	8.3
286200	8.2
289800	8.2
293400	8.2
297000	8.2
300600	8.2
304200	8.2
307800	8.2
311400	8.2
315000	8.3
318600	8.3
322200	8.2
325800	8.2
329400	8.2
333000	8.2
336600	8.3
340200	8.2
343800	8.2
347400	8.2
351000	8.2
354600	8.2
358200	8.2
361800	8.2
365400	8.2
369000	8.2
372600	8.2
376200	8.2
379800	8.3
383400	8.2
387000	8.3
390600	8.2
394200	8.3
397800	8.3
401400	8.3
405000	8.3
408600	8.3
412200	8.3
415800	8.3
419400	8.3
423000	8.3
426600	8.3
430200	8.3
433800	8.3
437400	8.3
441000	8.3
444600	8.3
448200	8.3
451800	8.3
455400	8.3
459000	8.3
462600	8.3
466200	8.3
469800	8.3
473400	8.4
477000	8.4
480600	8.3
484200	8.4
487800	8.4
491400	8.4
495000	8.4
498600	8.4
502200	8.4
505800	8.4
509400	8.4
513000	8.4
516600	8.4
520200	8.4
523800	8.4
527400	8.4
531000	8.4
534600	8.4
538200	8.4
541800	8.4
545400	8.4
549000	8.4
552600	8.4
556200	8.4
559800	8.4
563400	8.4
567000	8.4
570600	8.4
574200	8.4
577800	8.5
581400	8.5
585000	8.5
588600	8.4
592200	8.5
595800	8.5
599400	8.5
603000	8.5
606600	8.5
610200	8.5
613800	8.5
617400	8.5
621000	8.5
624600	8.5
628200	8.5
631800	8.5
635400	8.5
639000	8.5
642600	8.5
646200	8.5
649800	8.5
653400	8.5
657000	8.6
660600	8.5
664200	8.6
667800	8.6
671400	8.6
675000	8.6
678600	8.6
682200	8.6
685800	8.6
689400	8.6
693000	8.6
696600	8.6
700200	8.6
703800	8.6
707400	8.6
711000	8.6
714600	8.6
718200	8.6
721800	8.6
725400	8.6
729000	8.6
732600	8.6
736200	8.6
739800	8.6
743400	8.6
747000	8.6
750600	8.6
754200	8.6
757800	8.6
761400	8.6
765000	8.7
768600	8.7
772200	8.7
775800	8.7
779400	8.7
783000	8.7
786600	8.7
790200	8.7
793800	8.7
797400	8.7
801000	8.7
804600	8.7
808200	8.7
811800	8.7
815400	8.7
819000	8.7
822600	8.7
826200	8.7
829800	8.7
833400	8.7
837000	8.7
840600	8.7
844200	8.7
847800	8.7
851400	8.7
855000	8.7
858600	8.7
862200	8.7
865800	8.7
869400	8.7
873000	8.7
876600	8.7
880200	8.8
883800	8.7
887400	8.8
891000	8.8
894600	8.8
898200	8.8
901800	8.8
905400	8.8
909000	8.8
912600	8.8
916200	8.8
919800	8.8
923400	8.8
927000	8.8
930600	8.8
934200	8.8
937800	8.8
941400	8.8
945000	8.8
948600	8.8
952200	8.8
955800	8.8
959400	8.9
963000	8.8
966600	8.9
970200	8.9
973800	8.9
977400	8.9
981000	8.9
984600	8.9
988200	8.9
991800	8.9
995400	8.9
999000	8.9
1002600	8.9
1006200	8.9
1009800	8.9
1013400	8.9
1017000	8.9
1020600	8.9
1024200	8.9
1027800	8.9
1031400	8.9
1035000	8.9
1038600	8.9
1042200	8.9
1045800	8.9
1049400	8.9
1053000	8.9
1056600	8.9
1060200	8.9
1063800	8.9
1067400	8.9
1071000	8.9
1074600	8.9
1078200	8.9
1081800	8.9
1085400	8.9
1089000	8.9
1092600	8.9
1096200	8.9
1099800	8.9
1103400	8.9
1107000	8
1110600	8.9
1114200	9.99
1117800	10.67
1121400	11.01
1125000	11.06
1128600	10.87
1132200	10.51
1135800	10.04
1139400	9.51
1143000	8.98
1146600	8.52
1150200	8.17
1153800	8
1157400	8
1161000	8
1164600	8
1168200	8
1171800	8.9
1175400	8.9
1179000	8
1182600	8
1186200	8
1189800	8
1193400	8
1197000	8
1200600	8
1204200	8
1207800	8
1211400	8
1215000	8
1218600	8
1222200	8
1225800	8
1229400	8
1233000	8
1236600	8
1240200	8
1243800	8
1247400	8
1251000	8
1254600	8
1258200	8
1261800	8
1265400	8
1269000	8
1272600	8
1276200	8
1279800	8
1283400	8
1287000	8
1290600	8
1294200	8
1297800	8
1301400	8
1305000	8
1308600	8
1312200	8
1315800	8
1319400	8
1323000	8
1326600	8
1330200	8
1333800	8
1337400	9.1
1341000	8
1344600	8
1348200	9.1
1351800	9.1
1355400	8
1359000	9.1
1362600	8
1366200	9.1
1369800	9.1
1373400	8
1377000	9.1
1380600	9.1
1384200	9.1
1387800	9.1
1391400	9.1
1395000	9.1
1398600	9.1
1402200	9.1
1405800	9.1
1409400	9.1
1413000	9.1
1416600	9.1
1420200	9.1
1423800	9.1
1427400	9.1
1431000	9.1
1434600	9.1
1438200	9.1
1441800	9.1
1445400	9.1
1449000	9.1
1452600	9.1
1456200	9.1
1459800	9.1
1463400	9.1
1467000	9.1
1470600	9.1
1474200	9.1
1477800	9.1
1481400	9.1
1485000	9.1
1488600	9.1
1492200	9.1
1495800	9.1
1499400	9.1
1503000	9.1
1506600	9.1
1510200	9.1
1513800	9.1
1517400	9.1
1521000	9.1
1524600	9.1
1528200	9.1
1531800	9.1
1535400	9.1
1539000	9.1
1542600	9.1
1546200	9.2
1549800	9.1
1553400	9.1
1557000	9.1
1560600	9.1
1564200	9.2
1567800	9.2
1571400	9.1
1575000	9.1
1578600	9.1
1582200	9.2
1585800	9.2
1589400	9.2
1593000	9.2
1596600	9.1
1600200	9.2
1603800	9.2
1607400	9.2
1611000	9.2
1614600	9.2
1618200	9.2
1621800	9.2
1625400	9.2
1629000	9.2
1632600	9.2
1636200	9.2
1639800	9.2
1643400	9.2
1647000	9.2
1650600	9.3
1654200	9.2
1657800	9.2
1661400	9.3
1665000	9.2
1668600	9.3
1672200	9.3
1675800	9.3
1679400	9.3
1683000	9.3
1686600	9.3
1690200	9.3
1693800	9.3
1697400	9.3
1701000	9.3
1704600	9.4
1708200	9.3
1711800	9.4
1715400	9.4
1719000	9.4
1722600	9.4
1726200	9.4
1729800	9.4
1733400	9.4
1737000	9.4
1740600	9.4
1744200	9.4
1747800	9.4
1751400	9.4
1755000	9.4
1758600	9.4
1762200	9.4
