#1
double data2(8760,2)   # comment line
  13132800           19
  13136400           19
  13140000           19
  13143600           19
  13147200           19
  13150800           19
  13154400           19
  13158000           19
  13161600           19
  13165200           19
  13168800           19
  13172400           19
  13176000           19
  13179600           19
  13183200           19
  13186800           19
  13190400           19
  13194000           19
  13197600           19
  13201200           19
  13204800           19
  13208400           19
  13212000           19
  13215600           19
  13219200           19
  13222800           19
  13226400           19
  13230000           19
  13233600           19
  13237200           19
  13240800           19
  13244400           19
  13248000           19
  13251600           19
  13255200           19
  13258800           19
  13262400           19
  13266000           19
  13269600           19
  13273200           19
  13276800           19
  13280400           19
  13284000           19
  13287600           19
  13291200           19
  13294800           19
  13298400           19
  13302000           19
  13305600           19
  13309200           19
  13312800           19
  13316400           19
  13320000           19
  13323600           19
  13327200           19
  13330800           19
  13334400           19
  13338000           19
  13341600           16
  13345200           16
  13348800           16
  13352400           16
  13356000           16
  13359600           16
  13363200           16
  13366800           16
  13370400           19
  13374000           19
  13377600           19
  13381200           19
  13384800           19
  13388400           19
  13392000           19
  13395600           19
  13399200           19
  13402800           19
  13406400           19
  13410000           19
  13413600           19
  13417200           19
  13420800           19
  13424400           19
  13428000           16
  13431600           16
  13435200           16
  13438800           16
  13442400           16
  13446000           16
  13449600           16
  13453200           16
  13456800           19
  13460400           19
  13464000           19
  13467600           19
  13471200           19
  13474800           19
  13478400           19
  13482000           19
  13485600           19
  13489200           19
  13492800           19
  13496400           19
  13500000           19
  13503600           19
  13507200           19
  13510800           19
  13514400           16
  13518000           16
  13521600           16
  13525200           16
  13528800           19
  13532400           19
  13536000           19
  13539600           19
  13543200           19
  13546800           19
  13550400           19
  13554000           19
  13557600           19
  13561200           19
  13564800           19
  13568400           19
  13572000           19
  13575600           19
  13579200           19
  13582800           19
  13586400           19
  13590000           19
  13593600           19
  13597200           19
  13600800           16
  13604400           16
  13608000           16
  13611600           16
  13615200           16
  13618800           16
  13622400           16
  13626000           16
  13629600           19
  13633200           19
  13636800           19
  13640400           19
  13644000           19
  13647600           19
  13651200           19
  13654800           19
  13658400           19
  13662000           19
  13665600           19
  13669200           19
  13672800           19
  13676400           19
  13680000           19
  13683600           19
  13687200           16
  13690800           16
  13694400           16
  13698000           16
  13701600           16
  13705200           16
  13708800           16
  13712400           16
  13716000           19
  13719600           19
  13723200           19
  13726800           19
  13730400           19
  13734000           19
  13737600           19
  13741200           19
  13744800           19
  13748400           19
  13752000           19
  13755600           19
  13759200           19
  13762800           19
  13766400           19
  13770000           19
  13773600           19
  13777200           19
  13780800           19
  13784400           19
  13788000           19
  13791600           19
  13795200           19
  13798800           19
  13802400           19
  13806000           19
  13809600           19
  13813200           19
  13816800           19
  13820400           19
  13824000           19
  13827600           19
  13831200           19
  13834800           19
  13838400           19
  13842000           19
  13845600           19
  13849200           19
  13852800           19
  13856400           19
  13860000           19
  13863600           19
  13867200           19
  13870800           19
  13874400           19
  13878000           19
  13881600           19
  13885200           19
  13888800           19
  13892400           19
  13896000           19
  13899600           19
  13903200           19
  13906800           19
  13910400           19
  13914000           19
  13917600           19
  13921200           19
  13924800           19
  13928400           19
  13932000           19
  13935600           19
  13939200           19
  13942800           19
  13946400           16
  13950000           16
  13953600           16
  13957200           16
  13960800           16
  13964400           16
  13968000           16
  13971600           16
  13975200           19
  13978800           19
  13982400           19
  13986000           19
  13989600           19
  13993200           19
  13996800           19
  14000400           19
  14004000           19
  14007600           19
  14011200           19
  14014800           19
  14018400           19
  14022000           19
  14025600           19
  14029200           19
  14032800           16
  14036400           16
  14040000           16
  14043600           16
  14047200           16
  14050800           16
  14054400           16
  14058000           16
  14061600           19
  14065200           19
  14068800           19
  14072400           19
  14076000           19
  14079600           19
  14083200           19
  14086800           19
  14090400           19
  14094000           19
  14097600           19
  14101200           19
  14104800           19
  14108400           19
  14112000           19
  14115600           19
  14119200           16
  14122800           16
  14126400           16
  14130000           16
  14133600           19
  14137200           19
  14140800           19
  14144400           19
  14148000           19
  14151600           19
  14155200           19
  14158800           19
  14162400           19
  14166000           19
  14169600           19
  14173200           19
  14176800           19
  14180400           19
  14184000           19
  14187600           19
  14191200           19
  14194800           19
  14198400           19
  14202000           19
  14205600           16
  14209200           16
  14212800           16
  14216400           16
  14220000           16
  14223600           16
  14227200           16
  14230800           16
  14234400           19
  14238000           19
  14241600           19
  14245200           19
  14248800           19
  14252400           19
  14256000           19
  14259600           19
  14263200           19
  14266800           19
  14270400           19
  14274000           19
  14277600           19
  14281200           19
  14284800           19
  14288400           19
  14292000           16
  14295600           16
  14299200           16
  14302800           16
  14306400           16
  14310000           16
  14313600           16
  14317200           16
  14320800           19
  14324400           19
  14328000           19
  14331600           19
  14335200           19
  14338800           19
  14342400           19
  14346000           19
  14349600           19
  14353200           19
  14356800           19
  14360400           19
  14364000           19
  14367600           19
  14371200           19
  14374800           19
  14378400           19
  14382000           19
  14385600           19
  14389200           19
  14392800           19
  14396400           19
  14400000           19
  14403600           19
  14407200           19
  14410800           19
  14414400           19
  14418000           19
  14421600           19
  14425200           19
  14428800           19
  14432400           19
  14436000           19
  14439600           19
  14443200           19
  14446800           19
  14450400           19
  14454000           19
  14457600           19
  14461200           19
  14464800           19
  14468400           19
  14472000           19
  14475600           19
  14479200           19
  14482800           19
  14486400           19
