25200;0.965;4
25500;1.4;10
27000;0.105;4
27900;0.105;4
29100;3.605;10
30300;0.105;4
30600;0.105;4
31500;0.105;4
32400;0.105;4
34200;0.105;4
37800;0.105;4
41400;0.105;4
42300;0.105;4
45900;0.315;4
52200;0.105;4
55800;0.105;4
59400;0.105;4
64800;0.105;4
65700;0.105;4
66600;0.105;4
68400;0.105;4
73800;0.735;4
75600;3.605;10
77400;0.105;4
86400;0;0
