#1	
double data(8760,2) #comment	
619200	292.15
622800	292.15
626400	292.15
630000	292.15
633600	292.15
637200	292.15
640800	289.15
644400	289.15
648000	289.15
651600	289.15
655200	289.15
658800	289.15
662400	289.15
666000	289.15
669600	292.15
673200	292.15
676800	292.15
680400	292.15
684000	292.15
687600	292.15
691200	292.15
694800	292.15
698400	292.15
702000	292.15
705600	292.15
709200	292.15
712800	292.15
716400	292.15
720000	292.15
723600	292.15
727200	289.15
730800	289.15
734400	289.15
738000	289.15
741600	289.15
745200	289.15
748800	289.15
752400	289.15
756000	292.15
759600	292.15
763200	292.15
766800	292.15
770400	292.15
774000	292.15
777600	292.15
781200	292.15
784800	292.15
788400	292.15
792000	292.15
795600	292.15
799200	292.15
802800	292.15
806400	292.15
810000	292.15
813600	289.15
817200	289.15
820800	289.15
824400	289.15
828000	292.15
831600	292.15
835200	292.15
838800	292.15
842400	292.15
846000	292.15
849600	292.15
853200	292.15
856800	292.15
860400	292.15
864000	292.15
867600	292.15
871200	292.15
874800	292.15
878400	292.15
882000	292.15
885600	292.15
889200	292.15
892800	292.15
896400	292.15
900000	289.15
903600	289.15
907200	289.15
910800	289.15
914400	289.15
918000	289.15
921600	289.15
925200	289.15
928800	292.15
932400	292.15
936000	292.15
939600	292.15
943200	292.15
946800	292.15
950400	292.15
954000	292.15
957600	292.15
961200	292.15
964800	292.15
968400	292.15
972000	292.15
975600	292.15
979200	292.15
982800	292.15
986400	289.15
990000	289.15
993600	289.15
997200	289.15
1000800	289.15
1004400	289.15
1008000	289.15
1011600	289.15
1015200	292.15
1018800	292.15
1022400	292.15
1026000	292.15
1029600	292.15
1033200	292.15
1036800	292.15
1040400	292.15
1044000	292.15
1047600	292.15
1051200	292.15
1054800	292.15
1058400	292.15
1062000	292.15
1065600	292.15
1069200	292.15
1072800	292.15
1076400	292.15
1080000	292.15
1083600	292.15
1087200	292.15
1090800	292.15
1094400	292.15
1098000	292.15
1101600	292.15
1105200	292.15
1108800	292.15
1112400	292.15
1116000	292.15
1119600	292.15
1123200	292.15
1126800	292.15
1130400	292.15
1134000	292.15
1137600	292.15
1141200	292.15
1144800	292.15
1148400	292.15
1152000	292.15
1155600	292.15
1159200	292.15
1162800	292.15
1166400	292.15
1170000	292.15
1173600	292.15
1177200	292.15
1180800	292.15
1184400	292.15
1188000	292.15
1191600	292.15
1195200	292.15
1198800	292.15
1202400	292.15
1206000	292.15
1209600	292.15
1213200	292.15
1216800	292.15
1220400	292.15
1224000	292.15
1227600	292.15
1231200	292.15
1234800	292.15
1238400	292.15
1242000	292.15
1245600	289.15
1249200	289.15
1252800	289.15
1256400	289.15
1260000	289.15
1263600	289.15
1267200	289.15
1270800	289.15
1274400	292.15
1278000	292.15
1281600	292.15
1285200	292.15
1288800	292.15
1292400	292.15
1296000	292.15
1299600	292.15
1303200	292.15
1306800	292.15
1310400	292.15
1314000	292.15
1317600	292.15
1321200	292.15
1324800	292.15
1328400	292.15
1332000	289.15
1335600	289.15
1339200	289.15
1342800	289.15
1346400	289.15
1350000	289.15
1353600	289.15
1357200	289.15
1360800	292.15
1364400	292.15
1368000	292.15
1371600	292.15
1375200	292.15
1378800	292.15
1382400	292.15
1386000	292.15
1389600	292.15
1393200	292.15
1396800	292.15
1400400	292.15
1404000	292.15
1407600	292.15
1411200	292.15
1414800	292.15
1418400	289.15
1422000	289.15
1425600	289.15
1429200	289.15
1432800	292.15
1436400	292.15
1440000	292.15
1443600	292.15
1447200	292.15
1450800	292.15
1454400	292.15
1458000	292.15
1461600	292.15
1465200	292.15
1468800	292.15
1472400	292.15
1476000	292.15
1479600	292.15
1483200	292.15
1486800	292.15
1490400	292.15
1494000	292.15
1497600	292.15
1501200	292.15
1504800	289.15
1508400	289.15
1512000	289.15
1515600	289.15
1519200	289.15
1522800	289.15
1526400	289.15
1530000	289.15
1533600	292.15
1537200	292.15
1540800	292.15
1544400	292.15
1548000	292.15
1551600	292.15
1555200	292.15
1558800	292.15
1562400	292.15
1566000	292.15
1569600	292.15
1573200	292.15
1576800	292.15
1580400	292.15
1584000	292.15
1587600	292.15
1591200	289.15
1594800	289.15
1598400	289.15
1602000	289.15
1605600	289.15
1609200	289.15
1612800	289.15
1616400	289.15
1620000	292.15
1623600	292.15
1627200	292.15
1630800	292.15
1634400	292.15
1638000	292.15
1641600	292.15
1645200	292.15
1648800	292.15
1652400	292.15
1656000	292.15
1659600	292.15
1663200	292.15
1666800	292.15
1670400	292.15
1674000	292.15
1677600	292.15
1681200	292.15
1684800	292.15
1688400	292.15
1692000	292.15
1695600	292.15
1699200	292.15
1702800	292.15
1706400	292.15
1710000	292.15
1713600	292.15
1717200	292.15
1720800	292.15
1724400	292.15
1728000	292.15
1731600	292.15
1735200	292.15
1738800	292.15
1742400	292.15
1746000	292.15
1749600	292.15
1753200	292.15
1756800	292.15
1760400	292.15
1764000	292.15
1767600	292.15
1771200	292.15
1774800	292.15
1778400	292.15
1782000	292.15
1785600	292.15
1789200	292.15
1792800	292.15
1796400	292.15
1800000	292.15
1803600	292.15
1807200	292.15
1810800	292.15
1814400	292.15
1818000	292.15
1821600	292.15
1825200	292.15
1828800	292.15
1832400	292.15
1836000	292.15
1839600	292.15
1843200	292.15
1846800	292.15
1850400	289.15
1854000	289.15
1857600	289.15
1861200	289.15
1864800	289.15
1868400	289.15
1872000	289.15
1875600	289.15
1879200	292.15
1882800	292.15
1886400	292.15
1890000	292.15
1893600	292.15
1897200	292.15
1900800	292.15
1904400	292.15
1908000	292.15
1911600	292.15
1915200	292.15
1918800	292.15
1922400	292.15
1926000	292.15
1929600	292.15
1933200	292.15
1936800	289.15
1940400	289.15
1944000	289.15
1947600	289.15
1951200	289.15
1954800	289.15
1958400	289.15
1962000	289.15
1965600	292.15
1969200	292.15
1972800	292.15
1976400	292.15
1980000	292.15
1983600	292.15
1987200	292.15
1990800	292.15
1994400	292.15
1998000	292.15
2001600	292.15
2005200	292.15
2008800	292.15
2012400	292.15
2016000	292.15
2019600	292.15
2023200	289.15
2026800	289.15
2030400	289.15
2034000	289.15
2037600	292.15
2041200	292.15
2044800	292.15
2048400	292.15
2052000	292.15
2055600	292.15
2059200	292.15
2062800	292.15
2066400	292.15
2070000	292.15
2073600	292.15
2077200	292.15
2080800	292.15
2084400	292.15
2088000	292.15
2091600	292.15
2095200	292.15
2098800	292.15
2102400	292.15
2106000	292.15
2109600	289.15
2113200	289.15
2116800	289.15
2120400	289.15
2124000	289.15
2127600	289.15
2131200	289.15
2134800	289.15
2138400	292.15
2142000	292.15
2145600	292.15
2149200	292.15
2152800	292.15
2156400	292.15
2160000	292.15
2163600	292.15
2167200	292.15
2170800	292.15
2174400	292.15
2178000	292.15
2181600	292.15
2185200	292.15
2188800	292.15
2192400	292.15
2196000	289.15
2199600	289.15
2203200	289.15
2206800	289.15
2210400	289.15
2214000	289.15
2217600	289.15
2221200	289.15
2224800	292.15
2228400	292.15
2232000	292.15
2235600	292.15
2239200	292.15
2242800	292.15
2246400	292.15
2250000	292.15
2253600	292.15
2257200	292.15
2260800	292.15
2264400	292.15
2268000	292.15
2271600	292.15
2275200	292.15
2278800	292.15
2282400	292.15
2286000	292.15
2289600	292.15
2293200	292.15
2296800	292.15
2300400	292.15
2304000	292.15
2307600	292.15
2311200	292.15
2314800	292.15
2318400	292.15
2322000	292.15
2325600	292.15
2329200	292.15
2332800	292.15
2336400	292.15
2340000	292.15
2343600	292.15
2347200	292.15
2350800	292.15
2354400	292.15
2358000	292.15
2361600	292.15
2365200	292.15
2368800	292.15
2372400	292.15
2376000	292.15
2379600	292.15
2383200	292.15
2386800	292.15
2390400	292.15
2394000	292.15
2397600	292.15
2401200	292.15
2404800	292.15
2408400	292.15
2412000	292.15
2415600	292.15
2419200	292.15
2422800	292.15
2426400	292.15
2430000	292.15
2433600	292.15
2437200	292.15
2440800	292.15
2444400	292.15
2448000	292.15
2451600	292.15
2455200	289.15
2458800	289.15
2462400	289.15
2466000	289.15
2469600	289.15
2473200	289.15
2476800	289.15
2480400	289.15
2484000	292.15
2487600	292.15
2491200	292.15
2494800	292.15
2498400	292.15
2502000	292.15
2505600	292.15
2509200	292.15
2512800	292.15
2516400	292.15
2520000	292.15
2523600	292.15
2527200	292.15
2530800	292.15
2534400	292.15
2538000	292.15
2541600	289.15
2545200	289.15
2548800	289.15
2552400	289.15
2556000	289.15
2559600	289.15
2563200	289.15
2566800	289.15
2570400	292.15
2574000	292.15
2577600	292.15
2581200	292.15
2584800	292.15
2588400	292.15
2592000	292.15
2595600	292.15
2599200	292.15
2602800	292.15
2606400	292.15
2610000	292.15
2613600	292.15
2617200	292.15
2620800	292.15
2624400	292.15
2628000	289.15
2631600	289.15
2635200	289.15
2638800	289.15
2642400	292.15
2646000	292.15
2649600	292.15
2653200	292.15
2656800	292.15
2660400	292.15
2664000	292.15
2667600	292.15
2671200	292.15
2674800	292.15
2678400	292.15
2682000	292.15
2685600	292.15
2689200	292.15
2692800	292.15
2696400	292.15
2700000	292.15
2703600	292.15
2707200	292.15
2710800	292.15
2714400	289.15
2718000	289.15
2721600	289.15
2725200	289.15
2728800	289.15
2732400	289.15
2736000	289.15
2739600	289.15
2743200	292.15
2746800	292.15
2750400	292.15
2754000	292.15
2757600	292.15
2761200	292.15
2764800	292.15
2768400	292.15
2772000	292.15
2775600	292.15
2779200	292.15
2782800	292.15
2786400	292.15
2790000	292.15
2793600	292.15
2797200	292.15
2800800	289.15
2804400	289.15
2808000	289.15
2811600	289.15
2815200	289.15
2818800	289.15
2822400	289.15
2826000	289.15
2829600	292.15
2833200	292.15
2836800	292.15
2840400	292.15
2844000	292.15
2847600	292.15
2851200	292.15
2854800	292.15
2858400	292.15
2862000	292.15
2865600	292.15
2869200	292.15
2872800	292.15
2876400	292.15
2880000	292.15
2883600	292.15
2887200	292.15
2890800	292.15
2894400	292.15
2898000	292.15
2901600	292.15
2905200	292.15
2908800	292.15
2912400	292.15
2916000	292.15
2919600	292.15
2923200	292.15
2926800	292.15
2930400	292.15
2934000	292.15
2937600	292.15
2941200	292.15
2944800	292.15
2948400	292.15
2952000	292.15
2955600	292.15
2959200	292.15
2962800	292.15
2966400	292.15
2970000	292.15
2973600	292.15
2977200	292.15
2980800	292.15
2984400	292.15
2988000	292.15
2991600	292.15
2995200	292.15
2998800	292.15
3002400	292.15
3006000	292.15
3009600	292.15
3013200	292.15
3016800	292.15
3020400	292.15
3024000	292.15
3027600	292.15
3031200	292.15
3034800	292.15
3038400	292.15
3042000	292.15
3045600	292.15
3049200	292.15
3052800	292.15
3056400	292.15
3060000	289.15
3063600	289.15
3067200	289.15
3070800	289.15
3074400	289.15
3078000	289.15
3081600	289.15
3085200	289.15
3088800	292.15
3092400	292.15
3096000	292.15
3099600	292.15
3103200	292.15
3106800	292.15
3110400	292.15
3114000	292.15
3117600	292.15
3121200	292.15
3124800	292.15
3128400	292.15
3132000	292.15
3135600	292.15
3139200	292.15
3142800	292.15
3146400	289.15
3150000	289.15
3153600	289.15
3157200	289.15
3160800	289.15
3164400	289.15
3168000	289.15
3171600	289.15
3175200	292.15
3178800	292.15
3182400	292.15
3186000	292.15
3189600	292.15
3193200	292.15
3196800	292.15
3200400	292.15
3204000	292.15
3207600	292.15
3211200	292.15
3214800	292.15
3218400	292.15
3222000	292.15
3225600	292.15
3229200	292.15
3232800	289.15
3236400	289.15
3240000	289.15
3243600	289.15
3247200	292.15
3250800	292.15
3254400	292.15
3258000	292.15
3261600	292.15
3265200	292.15
3268800	292.15
3272400	292.15
3276000	292.15
3279600	292.15
3283200	292.15
3286800	292.15
3290400	292.15
3294000	292.15
3297600	292.15
3301200	292.15
3304800	292.15
3308400	292.15
3312000	292.15
3315600	292.15
3319200	289.15
3322800	289.15
3326400	289.15
3330000	289.15
3333600	289.15
3337200	289.15
3340800	289.15
3344400	289.15
3348000	292.15
3351600	292.15
3355200	292.15
3358800	292.15
3362400	292.15
3366000	292.15
3369600	292.15
3373200	292.15
3376800	292.15
3380400	292.15
3384000	292.15
3387600	292.15
3391200	292.15
3394800	292.15
3398400	292.15
3402000	292.15
3405600	289.15
3409200	289.15
3412800	289.15
3416400	289.15
3420000	289.15
3423600	289.15
3427200	289.15
3430800	289.15
3434400	292.15
3438000	292.15
3441600	292.15
3445200	292.15
3448800	292.15
3452400	292.15
3456000	292.15
3459600	292.15
3463200	292.15
3466800	292.15
3470400	292.15
3474000	292.15
3477600	292.15
3481200	292.15
3484800	292.15
3488400	292.15
3492000	292.15
3495600	292.15
3499200	292.15
3502800	292.15
3506400	292.15
3510000	292.15
3513600	292.15
3517200	292.15
3520800	292.15
3524400	292.15
3528000	292.15
3531600	292.15
3535200	292.15
3538800	292.15
3542400	292.15
3546000	292.15
3549600	292.15
3553200	292.15
3556800	292.15
3560400	292.15
3564000	292.15
3567600	292.15
3571200	292.15
3574800	292.15
3578400	292.15
3582000	292.15
3585600	292.15
3589200	292.15
3592800	292.15
3596400	292.15
3600000	292.15
3603600	292.15
3607200	292.15
3610800	292.15
3614400	292.15
3618000	292.15
3621600	292.15
3625200	292.15
3628800	292.15
3632400	292.15
3636000	292.15
3639600	292.15
3643200	292.15
3646800	292.15
3650400	292.15
3654000	292.15
3657600	292.15
3661200	292.15
3664800	289.15
3668400	289.15
3672000	289.15
3675600	289.15
3679200	289.15
3682800	289.15
3686400	289.15
3690000	289.15
3693600	292.15
3697200	292.15
3700800	292.15
3704400	292.15
3708000	292.15
3711600	292.15
3715200	292.15
3718800	292.15
3722400	292.15
3726000	292.15
3729600	292.15
3733200	292.15
3736800	292.15
3740400	292.15
3744000	292.15
3747600	292.15
3751200	289.15
3754800	289.15
3758400	289.15
3762000	289.15
3765600	289.15
3769200	289.15
3772800	289.15
3776400	289.15
3780000	292.15
3783600	292.15
3787200	292.15
3790800	292.15
3794400	292.15
3798000	292.15
3801600	292.15
3805200	292.15
3808800	292.15
3812400	292.15
3816000	292.15
3819600	292.15
3823200	292.15
3826800	292.15
3830400	292.15
3834000	292.15
3837600	289.15
3841200	289.15
3844800	289.15
3848400	289.15
3852000	292.15
3855600	292.15
3859200	292.15
3862800	292.15
3866400	292.15
3870000	292.15
3873600	292.15
3877200	292.15
3880800	292.15
3884400	292.15
3888000	292.15
3891600	292.15
3895200	292.15
3898800	292.15
3902400	292.15
3906000	292.15
3909600	292.15
3913200	292.15
3916800	292.15
3920400	292.15
3924000	289.15
3927600	289.15
3931200	289.15
3934800	289.15
3938400	289.15
3942000	289.15
3945600	289.15
3949200	289.15
3952800	292.15
3956400	292.15
3960000	292.15
3963600	292.15
3967200	292.15
3970800	292.15
3974400	292.15
3978000	292.15
3981600	292.15
3985200	292.15
3988800	292.15
3992400	292.15
3996000	292.15
3999600	292.15
4003200	292.15
4006800	292.15
4010400	289.15
4014000	289.15
4017600	289.15
4021200	289.15
4024800	289.15
4028400	289.15
4032000	289.15
4035600	289.15
4039200	292.15
4042800	292.15
4046400	292.15
4050000	292.15
4053600	292.15
4057200	292.15
4060800	292.15
4064400	292.15
4068000	292.15
4071600	292.15
4075200	292.15
4078800	292.15
4082400	292.15
4086000	292.15
4089600	292.15
4093200	292.15
4096800	292.15
4100400	292.15
4104000	292.15
4107600	292.15
4111200	292.15
4114800	292.15
4118400	292.15
4122000	292.15
4125600	292.15
4129200	292.15
4132800	292.15
4136400	292.15
4140000	292.15
4143600	292.15
4147200	292.15
4150800	292.15
4154400	292.15
4158000	292.15
4161600	292.15
4165200	292.15
4168800	292.15
4172400	292.15
4176000	292.15
4179600	292.15
4183200	292.15
4186800	292.15
4190400	292.15
4194000	292.15
4197600	292.15
4201200	292.15
4204800	292.15
4208400	292.15
4212000	292.15
4215600	292.15
4219200	292.15
4222800	292.15
4226400	292.15
4230000	292.15
4233600	292.15
4237200	292.15
4240800	292.15
4244400	292.15
4248000	292.15
4251600	292.15
4255200	292.15
4258800	292.15
4262400	292.15
4266000	292.15
4269600	289.15
4273200	289.15
4276800	289.15
4280400	289.15
4284000	289.15
4287600	289.15
4291200	289.15
4294800	289.15
4298400	292.15
4302000	292.15
4305600	292.15
4309200	292.15
4312800	292.15
4316400	292.15
4320000	292.15
4323600	292.15
4327200	292.15
4330800	292.15
4334400	292.15
4338000	292.15
4341600	292.15
4345200	292.15
4348800	292.15
4352400	292.15
4356000	289.15
4359600	289.15
4363200	289.15
4366800	289.15
4370400	289.15
4374000	289.15
4377600	289.15
4381200	289.15
4384800	292.15
4388400	292.15
4392000	292.15
4395600	292.15
4399200	292.15
4402800	292.15
4406400	292.15
4410000	292.15
4413600	292.15
4417200	292.15
4420800	292.15
4424400	292.15
4428000	292.15
4431600	292.15
4435200	292.15
4438800	292.15
4442400	289.15
4446000	289.15
4449600	289.15
4453200	289.15
4456800	292.15
4460400	292.15
4464000	292.15
4467600	292.15
4471200	292.15
4474800	292.15
4478400	292.15
4482000	292.15
4485600	292.15
4489200	292.15
4492800	292.15
4496400	292.15
4500000	292.15
4503600	292.15
4507200	292.15
4510800	292.15
4514400	292.15
4518000	292.15
4521600	292.15
4525200	292.15
4528800	289.15
4532400	289.15
4536000	289.15
4539600	289.15
4543200	289.15
4546800	289.15
4550400	289.15
4554000	289.15
4557600	292.15
4561200	292.15
4564800	292.15
4568400	292.15
4572000	292.15
4575600	292.15
4579200	292.15
4582800	292.15
4586400	292.15
4590000	292.15
4593600	292.15
4597200	292.15
4600800	292.15
4604400	292.15
4608000	292.15
4611600	292.15
4615200	289.15
4618800	289.15
4622400	289.15
4626000	289.15
4629600	289.15
4633200	289.15
4636800	289.15
4640400	289.15
4644000	292.15
4647600	292.15
4651200	292.15
4654800	292.15
4658400	292.15
4662000	292.15
4665600	292.15
4669200	292.15
4672800	292.15
4676400	292.15
4680000	292.15
4683600	292.15
4687200	292.15
4690800	292.15
4694400	292.15
4698000	292.15
4701600	292.15
4705200	292.15
4708800	292.15
4712400	292.15
4716000	292.15
4719600	292.15
4723200	292.15
4726800	292.15
4730400	292.15
4734000	292.15
4737600	292.15
4741200	292.15
4744800	292.15
4748400	292.15
4752000	292.15
4755600	292.15
4759200	292.15
4762800	292.15
4766400	292.15
4770000	292.15
4773600	292.15
4777200	292.15
4780800	292.15
4784400	292.15
4788000	292.15
4791600	292.15
4795200	292.15
4798800	292.15
4802400	292.15
4806000	292.15
4809600	292.15
4813200	292.15
4816800	292.15
4820400	292.15
4824000	292.15
4827600	292.15
4831200	292.15
4834800	292.15
4838400	292.15
4842000	292.15
4845600	292.15
4849200	292.15
4852800	292.15
4856400	292.15
4860000	292.15
4863600	292.15
4867200	292.15
4870800	292.15
4874400	289.15
4878000	289.15
4881600	289.15
4885200	289.15
4888800	289.15
4892400	289.15
4896000	289.15
4899600	289.15
4903200	292.15
4906800	292.15
4910400	292.15
4914000	292.15
4917600	292.15
4921200	292.15
4924800	292.15
4928400	292.15
4932000	292.15
4935600	292.15
4939200	292.15
4942800	292.15
4946400	292.15
4950000	292.15
4953600	292.15
4957200	292.15
4960800	289.15
4964400	289.15
4968000	289.15
4971600	289.15
4975200	289.15
4978800	289.15
4982400	289.15
4986000	289.15
4989600	292.15
4993200	292.15
4996800	292.15
5000400	292.15
5004000	292.15
5007600	292.15
5011200	292.15
5014800	292.15
5018400	292.15
5022000	292.15
5025600	292.15
5029200	292.15
5032800	292.15
5036400	292.15
5040000	292.15
5043600	292.15
5047200	289.15
5050800	289.15
5054400	289.15
5058000	289.15
5061600	292.15
5065200	292.15
5068800	292.15
5072400	292.15
5076000	292.15
5079600	292.15
5083200	292.15
5086800	292.15
5090400	292.15
5094000	292.15
5097600	292.15
5101200	292.15
5104800	292.15
5108400	292.15
5112000	292.15
5115600	292.15
5119200	292.15
5122800	292.15
5126400	292.15
5130000	292.15
5133600	289.15
5137200	289.15
5140800	289.15
5144400	289.15
5148000	289.15
5151600	289.15
5155200	289.15
5158800	289.15
5162400	292.15
5166000	292.15
5169600	292.15
5173200	292.15
5176800	292.15
5180400	292.15
5184000	292.15
5187600	292.15
5191200	292.15
5194800	292.15
5198400	292.15
5202000	292.15
5205600	292.15
5209200	292.15
5212800	292.15
5216400	292.15
5220000	289.15
5223600	289.15
5227200	289.15
5230800	289.15
5234400	289.15
5238000	289.15
5241600	289.15
5245200	289.15
5248800	292.15
5252400	292.15
5256000	292.15
5259600	292.15
5263200	292.15
5266800	292.15
5270400	292.15
5274000	292.15
5277600	292.15
5281200	292.15
5284800	292.15
5288400	292.15
5292000	292.15
5295600	292.15
5299200	292.15
5302800	292.15
5306400	292.15
5310000	292.15
5313600	292.15
5317200	292.15
5320800	292.15
5324400	292.15
5328000	292.15
5331600	292.15
5335200	292.15
5338800	292.15
5342400	292.15
5346000	292.15
5349600	292.15
5353200	292.15
5356800	292.15
5360400	292.15
5364000	292.15
5367600	292.15
5371200	292.15
5374800	292.15
5378400	292.15
5382000	292.15
5385600	292.15
5389200	292.15
5392800	292.15
5396400	292.15
5400000	292.15
5403600	292.15
5407200	292.15
5410800	292.15
5414400	292.15
5418000	292.15
5421600	292.15
5425200	292.15
5428800	292.15
5432400	292.15
5436000	292.15
5439600	292.15
5443200	292.15
5446800	292.15
5450400	292.15
5454000	292.15
5457600	292.15
5461200	292.15
5464800	292.15
5468400	292.15
5472000	292.15
5475600	292.15
5479200	289.15
5482800	289.15
5486400	289.15
5490000	289.15
5493600	289.15
5497200	289.15
5500800	289.15
5504400	289.15
5508000	292.15
5511600	292.15
5515200	292.15
5518800	292.15
5522400	292.15
5526000	292.15
5529600	292.15
5533200	292.15
5536800	292.15
5540400	292.15
5544000	292.15
5547600	292.15
5551200	292.15
5554800	292.15
5558400	292.15
5562000	292.15
5565600	289.15
5569200	289.15
5572800	289.15
5576400	289.15
5580000	289.15
5583600	289.15
5587200	289.15
5590800	289.15
5594400	292.15
5598000	292.15
5601600	292.15
5605200	292.15
5608800	292.15
5612400	292.15
5616000	292.15
5619600	292.15
5623200	292.15
5626800	292.15
5630400	292.15
5634000	292.15
5637600	292.15
5641200	292.15
5644800	292.15
5648400	292.15
5652000	289.15
5655600	289.15
5659200	289.15
5662800	289.15
5666400	292.15
5670000	292.15
5673600	292.15
5677200	292.15
5680800	292.15
5684400	292.15
5688000	292.15
5691600	292.15
5695200	292.15
5698800	292.15
5702400	292.15
5706000	292.15
5709600	292.15
5713200	292.15
5716800	292.15
5720400	292.15
5724000	292.15
5727600	292.15
5731200	292.15
5734800	292.15
5738400	289.15
5742000	289.15
5745600	289.15
5749200	289.15
5752800	289.15
5756400	289.15
5760000	289.15
5763600	289.15
5767200	292.15
5770800	292.15
5774400	292.15
5778000	292.15
5781600	292.15
5785200	292.15
5788800	292.15
5792400	292.15
5796000	292.15
5799600	292.15
5803200	292.15
5806800	292.15
5810400	292.15
5814000	292.15
5817600	292.15
5821200	292.15
5824800	289.15
5828400	289.15
5832000	289.15
5835600	289.15
5839200	289.15
5842800	289.15
5846400	289.15
5850000	289.15
5853600	292.15
5857200	292.15
5860800	292.15
5864400	292.15
5868000	292.15
5871600	292.15
5875200	292.15
5878800	292.15
5882400	292.15
5886000	292.15
5889600	292.15
5893200	292.15
5896800	292.15
5900400	292.15
5904000	292.15
5907600	292.15
5911200	292.15
5914800	292.15
5918400	292.15
5922000	292.15
5925600	292.15
5929200	292.15
5932800	292.15
5936400	292.15
5940000	292.15
5943600	292.15
5947200	292.15
5950800	292.15
5954400	292.15
5958000	292.15
5961600	292.15
5965200	292.15
5968800	292.15
5972400	292.15
5976000	292.15
5979600	292.15
5983200	292.15
5986800	292.15
5990400	292.15
5994000	292.15
5997600	292.15
6001200	292.15
6004800	292.15
6008400	292.15
6012000	292.15
6015600	292.15
6019200	292.15
6022800	292.15
6026400	292.15
6030000	292.15
6033600	292.15
6037200	292.15
6040800	292.15
6044400	292.15
6048000	292.15
6051600	292.15
6055200	292.15
6058800	292.15
6062400	292.15
6066000	292.15
6069600	292.15
6073200	292.15
6076800	292.15
6080400	292.15
6084000	289.15
6087600	289.15
6091200	289.15
6094800	289.15
6098400	289.15
6102000	289.15
6105600	289.15
6109200	289.15
6112800	292.15
6116400	292.15
6120000	292.15
6123600	292.15
6127200	292.15
6130800	292.15
6134400	292.15
6138000	292.15
6141600	292.15
6145200	292.15
6148800	292.15
6152400	292.15
6156000	292.15
6159600	292.15
6163200	292.15
6166800	292.15
6170400	289.15
6174000	289.15
6177600	289.15
6181200	289.15
6184800	289.15
6188400	289.15
6192000	289.15
6195600	289.15
6199200	292.15
6202800	292.15
6206400	292.15
6210000	292.15
6213600	292.15
6217200	292.15
6220800	292.15
6224400	292.15
6228000	292.15
6231600	292.15
6235200	292.15
6238800	292.15
6242400	292.15
6246000	292.15
6249600	292.15
6253200	292.15
6256800	289.15
6260400	289.15
6264000	289.15
6267600	289.15
6271200	292.15
6274800	292.15
6278400	292.15
6282000	292.15
6285600	292.15
6289200	292.15
6292800	292.15
6296400	292.15
6300000	292.15
6303600	292.15
6307200	292.15
6310800	292.15
6314400	292.15
6318000	292.15
6321600	292.15
6325200	292.15
6328800	292.15
6332400	292.15
6336000	292.15
6339600	292.15
6343200	289.15
6346800	289.15
6350400	289.15
6354000	289.15
6357600	289.15
6361200	289.15
6364800	289.15
6368400	289.15
6372000	292.15
6375600	292.15
6379200	292.15
6382800	292.15
6386400	292.15
6390000	292.15
6393600	292.15
6397200	292.15
6400800	292.15
6404400	292.15
6408000	292.15
6411600	292.15
6415200	292.15
6418800	292.15
6422400	292.15
6426000	292.15
6429600	289.15
6433200	289.15
6436800	289.15
6440400	289.15
6444000	289.15
6447600	289.15
6451200	289.15
6454800	289.15
6458400	292.15
6462000	292.15
6465600	292.15
6469200	292.15
6472800	292.15
6476400	292.15
6480000	292.15
6483600	292.15
6487200	292.15
6490800	292.15
6494400	292.15
6498000	292.15
6501600	292.15
6505200	292.15
6508800	292.15
6512400	292.15
6516000	292.15
6519600	292.15
6523200	292.15
6526800	292.15
6530400	292.15
6534000	292.15
6537600	292.15
6541200	292.15
6544800	292.15
6548400	292.15
6552000	292.15
6555600	292.15
6559200	292.15
6562800	292.15
6566400	292.15
6570000	292.15
6573600	292.15
6577200	292.15
6580800	292.15
6584400	292.15
6588000	292.15
6591600	292.15
6595200	292.15
6598800	292.15
6602400	292.15
6606000	292.15
6609600	292.15
6613200	292.15
6616800	292.15
6620400	292.15
6624000	292.15
6627600	292.15
6631200	292.15
6634800	292.15
6638400	292.15
6642000	292.15
6645600	292.15
6649200	292.15
6652800	292.15
6656400	292.15
6660000	292.15
6663600	292.15
6667200	292.15
6670800	292.15
6674400	292.15
6678000	292.15
6681600	292.15
6685200	292.15
6688800	289.15
6692400	289.15
6696000	289.15
6699600	289.15
6703200	289.15
6706800	289.15
6710400	289.15
6714000	289.15
6717600	292.15
6721200	292.15
6724800	292.15
6728400	292.15
6732000	292.15
6735600	292.15
6739200	292.15
6742800	292.15
6746400	292.15
6750000	292.15
6753600	292.15
6757200	292.15
6760800	292.15
6764400	292.15
6768000	292.15
6771600	292.15
6775200	289.15
6778800	289.15
6782400	289.15
6786000	289.15
6789600	289.15
6793200	289.15
6796800	289.15
6800400	289.15
6804000	292.15
6807600	292.15
6811200	292.15
6814800	292.15
6818400	292.15
6822000	292.15
6825600	292.15
6829200	292.15
6832800	292.15
6836400	292.15
6840000	292.15
6843600	292.15
6847200	292.15
6850800	292.15
6854400	292.15
6858000	292.15
6861600	289.15
6865200	289.15
6868800	289.15
6872400	289.15
6876000	292.15
6879600	292.15
6883200	292.15
6886800	292.15
6890400	292.15
6894000	292.15
6897600	292.15
6901200	292.15
6904800	292.15
6908400	292.15
6912000	292.15
6915600	292.15
6919200	292.15
6922800	292.15
6926400	292.15
6930000	292.15
6933600	292.15
6937200	292.15
6940800	292.15
6944400	292.15
6948000	289.15
6951600	289.15
6955200	289.15
