25200;0.105;3
25500;1.4;6
27000;0.105;3
28860;0.105;3
29700;0.105;3
30600;0.105;3
31500;0.105;3
32400;0.105;3
34200;0.105;3
37800;0.105;3
41400;0.105;3
42300;0.105;3
45900;0.315;4
52200;0.105;3
55800;0.105;3
59400;0.105;3
64800;0.105;3
65700;0.105;3
66600;0.105;3
68400;0.105;3
73800;0.735;4
76500;0.105;3
77400;1.4;6
86400;0;0
