#1	
double data1(17521,2)	# Comment
9320400	5178
9322200	5179
9324000	5180
9325800	5181
9327600	5182
9329400	5183
9331200	5184
9333000	5185
9334800	5186
9336600	5187
9338400	5188
9340200	5189
9342000	5190
9343800	5191
9345600	5192
9347400	5193
9349200	5194
9351000	5195
9352800	5196
9354600	5197
9356400	5198
9358200	5199
9360000	5200
9361800	5201
9363600	5202
9365400	5203
9367200	5204
9369000	5205
9370800	5206
9372600	5207
9374400	5208
9376200	5209
9378000	5210
9379800	5211
9381600	5212
9383400	5213
9385200	5214
9387000	5215
9388800	5216
9390600	5217
9392400	5218
9394200	5219
9396000	5220
9397800	5221
9399600	5222
9401400	5223
9403200	5224
9405000	5225
9406800	5226
9408600	5227
9410400	5228
9412200	5229
9414000	5230
9415800	5231
9417600	5232
9419400	5233
9421200	5234
9423000	5235
9424800	5236
9426600	5237
9428400	5238
9430200	5239
9432000	5240
9433800	5241
9435600	5242
9437400	5243
9439200	5244
9441000	5245
9442800	5246
9444600	5247
9446400	5248
9448200	5249
9450000	5250
9451800	5251
9453600	5252
9455400	5253
9457200	5254
9459000	5255
9460800	5256
9462600	5257
9464400	5258
9466200	5259
9468000	5260
9469800	5261
9471600	5262
9473400	5263
9475200	5264
9477000	5265
9478800	5266
9480600	5267
9482400	5268
9484200	5269
9486000	5270
9487800	5271
9489600	5272
9491400	5273
9493200	5274
9495000	5275
9496800	5276
9498600	5277
9500400	5278
9502200	5279
9504000	5280
9505800	5281
9507600	5282
9509400	5283
9511200	5284
9513000	5285
9514800	5286
9516600	5287
9518400	5288
9520200	5289
9522000	5290
9523800	5291
9525600	5292
9527400	5293
9529200	5294
9531000	5295
9532800	5296
9534600	5297
9536400	5298
9538200	5299
9540000	5300
9541800	5301
9543600	5302
9545400	5303
9547200	5304
9549000	5305
9550800	5306
9552600	5307
9554400	5308
9556200	5309
9558000	5310
9559800	5311
9561600	5312
9563400	5313
9565200	5314
9567000	5315
9568800	5316
9570600	5317
9572400	5318
9574200	5319
9576000	5320
9577800	5321
9579600	5322
9581400	5323
9583200	5324
9585000	5325
9586800	5326
9588600	5327
9590400	5328
9592200	5329
9594000	5330
9595800	5331
9597600	5332
9599400	5333
9601200	5334
9603000	5335
9604800	5336
9606600	5337
9608400	5338
9610200	5339
9612000	5340
9613800	5341
9615600	5342
9617400	5343
9619200	5344
9621000	5345
9622800	5346
9624600	5347
9626400	5348
9628200	5349
9630000	5350
9631800	5351
9633600	5352
9635400	5353
9637200	5354
9639000	5355
9640800	5356
9642600	5357
9644400	5358
9646200	5359
9648000	5360
9649800	5361
9651600	5362
9653400	5363
9655200	5364
9657000	5365
9658800	5366
9660600	5367
9662400	5368
9664200	5369
9666000	5370
9667800	5371
9669600	5372
9671400	5373
9673200	5374
9675000	5375
9676800	5376
9678600	5377
9680400	5378
9682200	5379
9684000	5380
9685800	5381
9687600	5382
9689400	5383
9691200	5384
9693000	5385
9694800	5386
9696600	5387
9698400	5388
9700200	5389
9702000	5390
9703800	5391
9705600	5392
9707400	5393
9709200	5394
9711000	5395
9712800	5396
9714600	5397
9716400	5398
9718200	5399
9720000	5400
9721800	5401
9723600	5402
9725400	5403
9727200	5404
9729000	5405
9730800	5406
9732600	5407
9734400	5408
9736200	5409
9738000	5410
9739800	5411
9741600	5412
9743400	5413
9745200	5414
9747000	5415
9748800	5416
9750600	5417
9752400	5418
9754200	5419
9756000	5420
9757800	5421
9759600	5422
9761400	5423
9763200	5424
9765000	5425
9766800	5426
9768600	5427
9770400	5428
9772200	5429
9774000	5430
9775800	5431
9777600	5432
9779400	5433
9781200	5434
9783000	5435
9784800	5436
9786600	5437
9788400	5438
9790200	5439
9792000	5440
9793800	5441
9795600	5442
9797400	5443
9799200	5444
9801000	5445
9802800	5446
9804600	5447
9806400	5448
9808200	5449
9810000	5450
9811800	5451
9813600	5452
9815400	5453
9817200	5454
9819000	5455
9820800	5456
9822600	5457
9824400	5458
9826200	5459
9828000	5460
9829800	5461
9831600	5462
9833400	5463
9835200	5464
9837000	5465
9838800	5466
9840600	5467
9842400	5468
9844200	5469
9846000	5470
9847800	5471
9849600	5472
9851400	5473
9853200	5474
9855000	5475
9856800	5476
9858600	5477
9860400	5478
9862200	5479
9864000	5480
9865800	5481
9867600	5482
9869400	5483
9871200	5484
9873000	5485
9874800	5486
9876600	5487
9878400	5488
9880200	5489
9882000	5490
9883800	5491
9885600	5492
9887400	5493
9889200	5494
9891000	5495
9892800	5496
9894600	5497
9896400	5498
9898200	5499
9900000	5500
9901800	5501
9903600	5502
9905400	5503
9907200	5504
9909000	5505
9910800	5506
9912600	5507
9914400	5508
9916200	5509
9918000	5510
9919800	5511
9921600	5512
9923400	5513
9925200	5514
9927000	5515
9928800	5516
9930600	5517
9932400	5518
9934200	5519
9936000	5520
9937800	5521
9939600	5522
9941400	5523
9943200	5524
9945000	5525
9946800	5526
9948600	5527
9950400	5528
9952200	5529
9954000	5530
9955800	5531
9957600	5532
9959400	5533
9961200	5534
9963000	5535
9964800	5536
9966600	5537
9968400	5538
9970200	5539
9972000	5540
9973800	5541
9975600	5542
9977400	5543
9979200	5544
9981000	5545
9982800	5546
9984600	5547
9986400	5548
9988200	5549
9990000	5550
9991800	5551
9993600	5552
9995400	5553
9997200	5554
9999000	5555
10000800	5556
10002600	5557
10004400	5558
10006200	5559
10008000	5560
10009800	5561
10011600	5562
10013400	5563
10015200	5564
10017000	5565
10018800	5566
10020600	5567
10022400	5568
10024200	5569
10026000	5570
10027800	5571
10029600	5572
10031400	5573
10033200	5574
10035000	5575
10036800	5576
10038600	5577
10040400	5578
10042200	5579
10044000	5580
10045800	5581
10047600	5582
10049400	5583
10051200	5584
10053000	5585
10054800	5586
10056600	5587
10058400	5588
10060200	5589
10062000	5590
10063800	5591
10065600	5592
10067400	5593
10069200	5594
10071000	5595
10072800	5596
10074600	5597
10076400	5598
10078200	5599
10080000	5600
10081800	5601
10083600	5602
10085400	5603
10087200	5604
10089000	5605
10090800	5606
10092600	5607
10094400	5608
10096200	5609
10098000	5610
10099800	5611
10101600	5612
10103400	5613
10105200	5614
10107000	5615
10108800	5616
10110600	5617
10112400	5618
10114200	5619
10116000	5620
10117800	5621
10119600	5622
10121400	5623
10123200	5624
10125000	5625
10126800	5626
10128600	5627
10130400	5628
10132200	5629
10134000	5630
10135800	5631
10137600	5632
10139400	5633
10141200	5634
10143000	5635
10144800	5636
10146600	5637
10148400	5638
10150200	5639
10152000	5640
10153800	5641
10155600	5642
10157400	5643
10159200	5644
10161000	5645
10162800	5646
10164600	5647
10166400	5648
10168200	5649
10170000	5650
10171800	5651
10173600	5652
10175400	5653
10177200	5654
10179000	5655
10180800	5656
10182600	5657
10184400	5658
10186200	5659
10188000	5660
10189800	5661
10191600	5662
10193400	5663
10195200	5664
10197000	5665
10198800	5666
10200600	5667
10202400	5668
10204200	5669
10206000	5670
10207800	5671
10209600	5672
10211400	5673
10213200	5674
10215000	5675
10216800	5676
10218600	5677
10220400	5678
10222200	5679
10224000	5680
10225800	5681
10227600	5682
10229400	5683
10231200	5684
10233000	5685
10234800	5686
10236600	5687
10238400	5688
10240200	5689
10242000	5690
10243800	5691
10245600	5692
10247400	5693
10249200	5694
10251000	5695
10252800	5696
10254600	5697
10256400	5698
10258200	5699
10260000	5700
10261800	5701
10263600	5702
10265400	5703
10267200	5704
10269000	5705
10270800	5706
10272600	5707
10274400	5708
10276200	5709
10278000	5710
10279800	5711
10281600	5712
10283400	5713
10285200	5714
10287000	5715
10288800	5716
10290600	5717
10292400	5718
10294200	5719
10296000	5720
10297800	5721
10299600	5722
10301400	5723
10303200	5724
10305000	5725
10306800	5726
10308600	5727
10310400	5728
10312200	5729
10314000	5730
10315800	5731
10317600	5732
10319400	5733
10321200	5734
10323000	5735
10324800	5736
10326600	5737
10328400	5738
10330200	5739
10332000	5740
10333800	5741
10335600	5742
10337400	5743
10339200	5744
10341000	5745
10342800	5746
10344600	5747
10346400	5748
10348200	5749
10350000	5750
10351800	5751
10353600	5752
10355400	5753
10357200	5754
10359000	5755
10360800	5756
10362600	5757
10364400	5758
10366200	5759
10368000	5760
10369800	5761
10371600	5762
10373400	5763
10375200	5764
10377000	5765
10378800	5766
10380600	5767
10382400	5768
10384200	5769
10386000	5770
10387800	5771
10389600	5772
10391400	5773
10393200	5774
10395000	5775
10396800	5776
10398600	5777
10400400	5778
10402200	5779
10404000	5780
10405800	5781
10407600	5782
10409400	5783
10411200	5784
10413000	5785
10414800	5786
10416600	5787
10418400	5788
10420200	5789
10422000	5790
10423800	5791
10425600	5792
10427400	5793
10429200	5794
10431000	5795
10432800	5796
10434600	5797
10436400	5798
10438200	5799
10440000	5800
10441800	5801
10443600	5802
10445400	5803
10447200	5804
10449000	5805
10450800	5806
10452600	5807
10454400	5808
10456200	5809
10458000	5810
10459800	5811
10461600	5812
10463400	5813
10465200	5814
10467000	5815
10468800	5816
10470600	5817
10472400	5818
10474200	5819
10476000	5820
10477800	5821
10479600	5822
10481400	5823
10483200	5824
10485000	5825
10486800	5826
10488600	5827
10490400	5828
10492200	5829
10494000	5830
10495800	5831
10497600	5832
10499400	5833
10501200	5834
10503000	5835
10504800	5836
10506600	5837
10508400	5838
10510200	5839
10512000	5840
10513800	5841
10515600	5842
10517400	5843
10519200	5844
10521000	5845
10522800	5846
10524600	5847
10526400	5848
10528200	5849
10530000	5850
10531800	5851
10533600	5852
10535400	5853
10537200	5854
10539000	5855
10540800	5856
10542600	5857
10544400	5858
10546200	5859
10548000	5860
10549800	5861
10551600	5862
10553400	5863
10555200	5864
10557000	5865
10558800	5866
10560600	5867
10562400	5868
10564200	5869
10566000	5870
10567800	5871
10569600	5872
10571400	5873
10573200	5874
10575000	5875
10576800	5876
10578600	5877
10580400	5878
10582200	5879
10584000	5880
10585800	5881
10587600	5882
10589400	5883
10591200	5884
10593000	5885
10594800	5886
10596600	5887
10598400	5888
10600200	5889
10602000	5890
10603800	5891
10605600	5892
10607400	5893
10609200	5894
10611000	5895
10612800	5896
10614600	5897
10616400	5898
10618200	5899
10620000	5900
10621800	5901
10623600	5902
10625400	5903
10627200	5904
10629000	5905
10630800	5906
10632600	5907
10634400	5908
10636200	5909
10638000	5910
10639800	5911
10641600	5912
10643400	5913
10645200	5914
10647000	5915
10648800	5916
10650600	5917
10652400	5918
10654200	5919
10656000	5920
10657800	5921
10659600	5922
10661400	5923
10663200	5924
10665000	5925
10666800	5926
10668600	5927
10670400	5928
10672200	5929
10674000	5930
10675800	5931
10677600	5932
10679400	5933
10681200	5934
10683000	5935
10684800	5936
10686600	5937
10688400	5938
10690200	5939
10692000	5940
10693800	5941
10695600	5942
10697400	5943
10699200	5944
10701000	5945
10702800	5946
10704600	5947
10706400	5948
10708200	5949
10710000	5950
10711800	5951
10713600	5952
10715400	5953
10717200	5954
10719000	5955
10720800	5956
10722600	5957
10724400	5958
10726200	5959
10728000	5960
10729800	5961
10731600	5962
10733400	5963
10735200	5964
10737000	5965
10738800	5966
10740600	5967
10742400	5968
10744200	5969
10746000	5970
10747800	5971
10749600	5972
10751400	5973
10753200	5974
10755000	5975
10756800	5976
10758600	5977
10760400	5978
10762200	5979
10764000	5980
10765800	5981
10767600	5982
10769400	5983
10771200	5984
10773000	5985
10774800	5986
10776600	5987
10778400	5988
10780200	5989
10782000	5990
10783800	5991
10785600	5992
10787400	5993
10789200	5994
10791000	5995
10792800	5996
10794600	5997
10796400	5998
10798200	5999
10800000	6000
10801800	6001
10803600	6002
10805400	6003
10807200	6004
10809000	6005
10810800	6006
10812600	6007
10814400	6008
10816200	6009
10818000	6010
10819800	6011
10821600	6012
10823400	6013
10825200	6014
10827000	6015
10828800	6016
10830600	6017
10832400	6018
10834200	6019
10836000	6020
10837800	6021
10839600	6022
10841400	6023
10843200	6024
10845000	6025
10846800	6026
10848600	6027
10850400	6028
10852200	6029
10854000	6030
10855800	6031
10857600	6032
10859400	6033
10861200	6034
10863000	6035
10864800	6036
10866600	6037
10868400	6038
10870200	6039
10872000	6040
10873800	6041
10875600	6042
10877400	6043
10879200	6044
10881000	6045
10882800	6046
10884600	6047
10886400	6048
10888200	6049
10890000	6050
10891800	6051
10893600	6052
10895400	6053
10897200	6054
10899000	6055
10900800	6056
10902600	6057
10904400	6058
10906200	6059
10908000	6060
10909800	6061
10911600	6062
10913400	6063
10915200	6064
10917000	6065
10918800	6066
10920600	6067
10922400	6068
10924200	6069
10926000	6070
10927800	6071
10929600	6072
10931400	6073
10933200	6074
10935000	6075
10936800	6076
10938600	6077
10940400	6078
10942200	6079
10944000	6080
10945800	6081
10947600	6082
10949400	6083
10951200	6084
10953000	6085
10954800	6086
10956600	6087
10958400	6088
10960200	6089
10962000	6090
10963800	6091
10965600	6092
10967400	6093
10969200	6094
10971000	6095
10972800	6096
10974600	6097
10976400	6098
10978200	6099
10980000	6100
10981800	6101
10983600	6102
10985400	6103
10987200	6104
10989000	6105
10990800	6106
10992600	6107
10994400	6108
10996200	6109
10998000	6110
10999800	6111
11001600	6112
11003400	6113
11005200	6114
11007000	6115
11008800	6116
11010600	6117
11012400	6118
11014200	6119
11016000	6120
11017800	6121
11019600	6122
11021400	6123
11023200	6124
11025000	6125
11026800	6126
11028600	6127
11030400	6128
11032200	6129
11034000	6130
11035800	6131
11037600	6132
11039400	6133
11041200	6134
11043000	6135
11044800	6136
11046600	6137
11048400	6138
11050200	6139
11052000	6140
11053800	6141
11055600	6142
11057400	6143
11059200	6144
11061000	6145
11062800	6146
11064600	6147
11066400	6148
11068200	6149
11070000	6150
11071800	6151
11073600	6152
11075400	6153
11077200	6154
11079000	6155
11080800	6156
11082600	6157
11084400	6158
11086200	6159
11088000	6160
11089800	6161
11091600	6162
11093400	6163
11095200	6164
11097000	6165
11098800	6166
11100600	6167
11102400	6168
11104200	6169
11106000	6170
11107800	6171
11109600	6172
11111400	6173
11113200	6174
11115000	6175
11116800	6176
11118600	6177
11120400	6178
11122200	6179
11124000	6180
11125800	6181
11127600	6182
11129400	6183
11131200	6184
11133000	6185
11134800	6186
11136600	6187
11138400	6188
11140200	6189
11142000	6190
11143800	6191
11145600	6192
11147400	6193
11149200	6194
11151000	6195
11152800	6196
11154600	6197
11156400	6198
11158200	6199
11160000	6200
11161800	6201
11163600	6202
11165400	6203
11167200	6204
11169000	6205
11170800	6206
11172600	6207
11174400	6208
11176200	6209
11178000	6210
11179800	6211
11181600	6212
11183400	6213
11185200	6214
11187000	6215
11188800	6216
11190600	6217
11192400	6218
11194200	6219
11196000	6220
11197800	6221
11199600	6222
11201400	6223
11203200	6224
11205000	6225
11206800	6226
11208600	6227
11210400	6228
11212200	6229
11214000	6230
11215800	6231
11217600	6232
11219400	6233
11221200	6234
11223000	6235
11224800	6236
11226600	6237
11228400	6238
11230200	6239
11232000	6240
11233800	6241
11235600	6242
11237400	6243
11239200	6244
11241000	6245
11242800	6246
11244600	6247
11246400	6248
11248200	6249
11250000	6250
11251800	6251
11253600	6252
11255400	6253
11257200	6254
11259000	6255
11260800	6256
11262600	6257
11264400	6258
11266200	6259
11268000	6260
11269800	6261
11271600	6262
11273400	6263
11275200	6264
11277000	6265
11278800	6266
11280600	6267
11282400	6268
11284200	6269
11286000	6270
11287800	6271
11289600	6272
11291400	6273
11293200	6274
11295000	6275
11296800	6276
11298600	6277
11300400	6278
11302200	6279
11304000	6280
11305800	6281
11307600	6282
11309400	6283
11311200	6284
11313000	6285
11314800	6286
11316600	6287
11318400	6288
11320200	6289
11322000	6290
11323800	6291
11325600	6292
11327400	6293
11329200	6294
11331000	6295
11332800	6296
11334600	6297
11336400	6298
11338200	6299
11340000	6300
11341800	6301
11343600	6302
11345400	6303
11347200	6304
11349000	6305
11350800	6306
11352600	6307
11354400	6308
11356200	6309
11358000	6310
11359800	6311
11361600	6312
11363400	6313
11365200	6314
11367000	6315
11368800	6316
11370600	6317
11372400	6318
11374200	6319
11376000	6320
11377800	6321
11379600	6322
11381400	6323
11383200	6324
11385000	6325
11386800	6326
11388600	6327
11390400	6328
11392200	6329
11394000	6330
11395800	6331
11397600	6332
11399400	6333
11401200	6334
11403000	6335
11404800	6336
11406600	6337
11408400	6338
11410200	6339
11412000	6340
11413800	6341
11415600	6342
11417400	6343
11419200	6344
11421000	6345
11422800	6346
11424600	6347
11426400	6348
11428200	6349
11430000	6350
11431800	6351
11433600	6352
11435400	6353
11437200	6354
11439000	6355
11440800	6356
11442600	6357
11444400	6358
11446200	6359
11448000	6360
11449800	6361
11451600	6362
11453400	6363
11455200	6364
11457000	6365
11458800	6366
11460600	6367
11462400	6368
11464200	6369
11466000	6370
11467800	6371
11469600	6372
11471400	6373
11473200	6374
11475000	6375
11476800	6376
11478600	6377
11480400	6378
11482200	6379
11484000	6380
11485800	6381
11487600	6382
11489400	6383
11491200	6384
11493000	6385
11494800	6386
11496600	6387
11498400	6388
11500200	6389
11502000	6390
11503800	6391
11505600	6392
11507400	6393
11509200	6394
11511000	6395
11512800	6396
11514600	6397
11516400	6398
11518200	6399
11520000	6400
11521800	6401
11523600	6402
11525400	6403
11527200	6404
11529000	6405
11530800	6406
11532600	6407
11534400	6408
11536200	6409
11538000	6410
11539800	6411
11541600	6412
11543400	6413
11545200	6414
11547000	6415
11548800	6416
11550600	6417
11552400	6418
11554200	6419
11556000	6420
11557800	6421
11559600	6422
11561400	6423
11563200	6424
11565000	6425
11566800	6426
11568600	6427
11570400	6428
11572200	6429
11574000	6430
11575800	6431
11577600	6432
11579400	6433
11581200	6434
11583000	6435
11584800	6436
11586600	6437
11588400	6438
11590200	6439
11592000	6440
11593800	6441
11595600	6442
11597400	6443
11599200	6444
11601000	6445
11602800	6446
11604600	6447
11606400	6448
11608200	6449
11610000	6450
11611800	6451
11613600	6452
11615400	6453
11617200	6454
11619000	6455
11620800	6456
11622600	6457
11624400	6458
11626200	6459
11628000	6460
11629800	6461
11631600	6462
11633400	6463
11635200	6464
11637000	6465
11638800	6466
11640600	6467
11642400	6468
11644200	6469
11646000	6470
11647800	6471
11649600	6472
11651400	6473
11653200	6474
11655000	6475
11656800	6476
11658600	6477
11660400	6478
11662200	6479
11664000	6480
11665800	6481
11667600	6482
11669400	6483
11671200	6484
11673000	6485
11674800	6486
11676600	6487
11678400	6488
11680200	6489
11682000	6490
11683800	6491
11685600	6492
11687400	6493
11689200	6494
11691000	6495
11692800	6496
11694600	6497
11696400	6498
11698200	6499
11700000	6500
11701800	6501
11703600	6502
11705400	6503
11707200	6504
11709000	6505
11710800	6506
11712600	6507
11714400	6508
11716200	6509
11718000	6510
11719800	6511
11721600	6512
11723400	6513
11725200	6514
11727000	6515
11728800	6516
11730600	6517
11732400	6518
11734200	6519
11736000	6520
11737800	6521
11739600	6522
11741400	6523
11743200	6524
11745000	6525
11746800	6526
11748600	6527
11750400	6528
11752200	6529
11754000	6530
11755800	6531
11757600	6532
11759400	6533
11761200	6534
11763000	6535
11764800	6536
11766600	6537
11768400	6538
11770200	6539
11772000	6540
11773800	6541
11775600	6542
11777400	6543
11779200	6544
11781000	6545
11782800	6546
11784600	6547
11786400	6548
11788200	6549
11790000	6550
11791800	6551
11793600	6552
11795400	6553
11797200	6554
11799000	6555
11800800	6556
11802600	6557
11804400	6558
11806200	6559
11808000	6560
11809800	6561
11811600	6562
11813400	6563
11815200	6564
11817000	6565
11818800	6566
11820600	6567
11822400	6568
11824200	6569
11826000	6570
11827800	6571
11829600	6572
11831400	6573
11833200	6574
11835000	6575
11836800	6576
11838600	6577
11840400	6578
11842200	6579
11844000	6580
11845800	6581
11847600	6582
11849400	6583
11851200	6584
11853000	6585
11854800	6586
11856600	6587
11858400	6588
11860200	6589
11862000	6590
11863800	6591
11865600	6592
11867400	6593
11869200	6594
11871000	6595
11872800	6596
11874600	6597
11876400	6598
11878200	6599
11880000	6600
11881800	6601
11883600	6602
11885400	6603
11887200	6604
11889000	6605
11890800	6606
11892600	6607
11894400	6608
11896200	6609
11898000	6610
11899800	6611
11901600	6612
11903400	6613
11905200	6614
11907000	6615
11908800	6616
11910600	6617
11912400	6618
11914200	6619
11916000	6620
11917800	6621
11919600	6622
11921400	6623
11923200	6624
11925000	6625
11926800	6626
11928600	6627
11930400	6628
11932200	6629
11934000	6630
11935800	6631
11937600	6632
11939400	6633
11941200	6634
11943000	6635
11944800	6636
11946600	6637
11948400	6638
11950200	6639
11952000	6640
11953800	6641
11955600	6642
11957400	6643
11959200	6644
11961000	6645
11962800	6646
11964600	6647
11966400	6648
11968200	6649
11970000	6650
11971800	6651
11973600	6652
11975400	6653
11977200	6654
11979000	6655
11980800	6656
11982600	6657
11984400	6658
11986200	6659
11988000	6660
11989800	6661
11991600	6662
11993400	6663
11995200	6664
11997000	6665
11998800	6666
12000600	6667
12002400	6668
12004200	6669
12006000	6670
12007800	6671
12009600	6672
12011400	6673
12013200	6674
12015000	6675
12016800	6676
12018600	6677
12020400	6678
12022200	6679
12024000	6680
12025800	6681
12027600	6682
12029400	6683
12031200	6684
12033000	6685
12034800	6686
12036600	6687
12038400	6688
12040200	6689
12042000	6690
12043800	6691
12045600	6692
12047400	6693
12049200	6694
12051000	6695
12052800	6696
12054600	6697
12056400	6698
12058200	6699
12060000	6700
12061800	6701
12063600	6702
12065400	6703
12067200	6704
12069000	6705
12070800	6706
12072600	6707
12074400	6708
12076200	6709
12078000	6710
12079800	6711
12081600	6712
12083400	6713
12085200	6714
12087000	6715
12088800	6716
12090600	6717
12092400	6718
12094200	6719
12096000	6720
12097800	6721
12099600	6722
12101400	6723
12103200	6724
12105000	6725
12106800	6726
12108600	6727
12110400	6728
12112200	6729
12114000	6730
12115800	6731
12117600	6732
12119400	6733
12121200	6734
12123000	6735
12124800	6736
12126600	6737
12128400	6738
12130200	6739
12132000	6740
12133800	6741
12135600	6742
12137400	6743
12139200	6744
12141000	6745
12142800	6746
12144600	6747
12146400	6748
12148200	6749
12150000	6750
12151800	6751
12153600	6752
12155400	6753
12157200	6754
12159000	6755
12160800	6756
12162600	6757
12164400	6758
12166200	6759
12168000	6760
12169800	6761
12171600	6762
12173400	6763
12175200	6764
12177000	6765
12178800	6766
12180600	6767
12182400	6768
12184200	6769
12186000	6770
12187800	6771
12189600	6772
12191400	6773
12193200	6774
12195000	6775
12196800	6776
12198600	6777
12200400	6778
12202200	6779
12204000	6780
12205800	6781
12207600	6782
12209400	6783
12211200	6784
12213000	6785
12214800	6786
12216600	6787
12218400	6788
12220200	6789
12222000	6790
12223800	6791
12225600	6792
12227400	6793
12229200	6794
12231000	6795
12232800	6796
12234600	6797
12236400	6798
12238200	6799
12240000	6800
12241800	6801
12243600	6802
12245400	6803
12247200	6804
12249000	6805
12250800	6806
12252600	6807
12254400	6808
12256200	6809
12258000	6810
12259800	6811
12261600	6812
12263400	6813
12265200	6814
12267000	6815
12268800	6816
12270600	6817
12272400	6818
12274200	6819
12276000	6820
12277800	6821
12279600	6822
12281400	6823
12283200	6824
12285000	6825
12286800	6826
12288600	6827
12290400	6828
12292200	6829
12294000	6830
12295800	6831
12297600	6832
12299400	6833
12301200	6834
12303000	6835
12304800	6836
12306600	6837
12308400	6838
12310200	6839
12312000	6840
12313800	6841
12315600	6842
12317400	6843
12319200	6844
12321000	6845
12322800	6846
12324600	6847
12326400	6848
12328200	6849
12330000	6850
12331800	6851
12333600	6852
12335400	6853
12337200	6854
12339000	6855
12340800	6856
12342600	6857
12344400	6858
12346200	6859
12348000	6860
12349800	6861
12351600	6862
12353400	6863
12355200	6864
12357000	6865
12358800	6866
12360600	6867
12362400	6868
12364200	6869
12366000	6870
12367800	6871
12369600	6872
12371400	6873
12373200	6874
12375000	6875
12376800	6876
12378600	6877
12380400	6878
12382200	6879
12384000	6880
12385800	6881
12387600	6882
12389400	6883
12391200	6884
12393000	6885
12394800	6886
12396600	6887
12398400	6888
12400200	6889
12402000	6890
12403800	6891
12405600	6892
12407400	6893
12409200	6894
12411000	6895
12412800	6896
12414600	6897
12416400	6898
12418200	6899
12420000	6900
12421800	6901
12423600	6902
12425400	6903
12427200	6904
12429000	6905
12430800	6906
12432600	6907
12434400	6908
12436200	6909
12438000	6910
12439800	6911
12441600	6912
12443400	6913
12445200	6914
12447000	6915
12448800	6916
12450600	6917
12452400	6918
12454200	6919
12456000	6920
12457800	6921
12459600	6922
12461400	6923
12463200	6924
12465000	6925
12466800	6926
12468600	6927
12470400	6928
12472200	6929
12474000	6930
12475800	6931
12477600	6932
12479400	6933
12481200	6934
12483000	6935
12484800	6936
12486600	6937
12488400	6938
12490200	6939
12492000	6940
12493800	6941
12495600	6942
12497400	6943
12499200	6944
12501000	6945
12502800	6946
12504600	6947
12506400	6948
12508200	6949
12510000	6950
12511800	6951
12513600	6952
12515400	6953
12517200	6954
12519000	6955
12520800	6956
12522600	6957
12524400	6958
12526200	6959
12528000	6960
12529800	6961
12531600	6962
12533400	6963
12535200	6964
12537000	6965
12538800	6966
12540600	6967
12542400	6968
12544200	6969
12546000	6970
12547800	6971
12549600	6972
12551400	6973
12553200	6974
12555000	6975
12556800	6976
12558600	6977
12560400	6978
12562200	6979
12564000	6980
12565800	6981
12567600	6982
12569400	6983
12571200	6984
12573000	6985
12574800	6986
12576600	6987
12578400	6988
12580200	6989
12582000	6990
12583800	6991
12585600	6992
12587400	6993
12589200	6994
12591000	6995
12592800	6996
12594600	6997
12596400	6998
12598200	6999
12600000	7000
12601800	7001
12603600	7002
12605400	7003
12607200	7004
12609000	7005
12610800	7006
12612600	7007
12614400	7008
12616200	7009
12618000	7010
12619800	7011
12621600	7012
12623400	7013
12625200	7014
12627000	7015
12628800	7016
12630600	7017
12632400	7018
12634200	7019
12636000	7020
12637800	7021
12639600	7022
12641400	7023
12643200	7024
12645000	7025
12646800	7026
12648600	7027
12650400	7028
12652200	7029
12654000	7030
12655800	7031
12657600	7032
12659400	7033
12661200	7034
12663000	7035
12664800	7036
12666600	7037
12668400	7038
12670200	7039
12672000	7040
12673800	7041
12675600	7042
12677400	7043
12679200	7044
12681000	7045
12682800	7046
12684600	7047
12686400	7048
12688200	7049
12690000	7050
12691800	7051
12693600	7052
12695400	7053
12697200	7054
12699000	7055
12700800	7056
12702600	7057
12704400	7058
12706200	7059
12708000	7060
12709800	7061
12711600	7062
12713400	7063
12715200	7064
12717000	7065
12718800	7066
12720600	7067
12722400	7068
12724200	7069
12726000	7070
12727800	7071
12729600	7072
12731400	7073
12733200	7074
12735000	7075
12736800	7076
12738600	7077
12740400	7078
12742200	7079
12744000	7080
12745800	7081
12747600	7082
12749400	7083
12751200	7084
12753000	7085
12754800	7086
12756600	7087
12758400	7088
12760200	7089
12762000	7090
12763800	7091
12765600	7092
12767400	7093
12769200	7094
12771000	7095
12772800	7096
12774600	7097
12776400	7098
12778200	7099
12780000	7100
12781800	7101
12783600	7102
12785400	7103
12787200	7104
12789000	7105
12790800	7106
12792600	7107
12794400	7108
12796200	7109
12798000	7110
12799800	7111
12801600	7112
12803400	7113
12805200	7114
12807000	7115
12808800	7116
12810600	7117
12812400	7118
12814200	7119
12816000	7120
12817800	7121
12819600	7122
12821400	7123
12823200	7124
12825000	7125
12826800	7126
12828600	7127
12830400	7128
12832200	7129
12834000	7130
12835800	7131
12837600	7132
12839400	7133
12841200	7134
12843000	7135
12844800	7136
12846600	7137
12848400	7138
12850200	7139
12852000	7140
12853800	7141
12855600	7142
12857400	7143
12859200	7144
12861000	7145
12862800	7146
12864600	7147
12866400	7148
12868200	7149
12870000	7150
12871800	7151
12873600	7152
12875400	7153
12877200	7154
12879000	7155
12880800	7156
12882600	7157
12884400	7158
12886200	7159
12888000	7160
12889800	7161
12891600	7162
12893400	7163
12895200	7164
12897000	7165
12898800	7166
12900600	7167
12902400	7168
12904200	7169
12906000	7170
12907800	7171
12909600	7172
12911400	7173
12913200	7174
